,age,body_type,diet,drinks,drugs,education,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
7020,56,athletic,mostly anything,socially,sometimes,graduated college university,bit eccentric multifarious perhaps contradictory embracing spiritual practice old day party night away keith richards spend morning meditating ashram looking someone share absurdity life somewhat stable bit hedonistic spiritual bent sense humor love art music dancing cooking adventure seeking may find nbsp necessarily looking ltr never say never fate will way every great relationship start great conversation looking co conspirator fellow traveler friend first voluptuous saucy empowered woman favorite fourth generation california bay area native prep school art punk raised 60 surf irish catholic hispanic diverse liberal household main hobby drawing painting portrait figurative free time spent either creating art viewing art hanging friend typical friday night spent drinking wine dancing brit pop kitchen cook friend may find going local bar one beer spending night dancing silly looking soul go flow appreciates diversity see world one great play lord value kindness compassion quality love talk great listener sharing lunch seeing movie visiting art gallery oyster tomales bay plotting evening together good time,art fullfill parental obligation quite happy creating beautiful thing working non profit traveling world search sage enlightened being meantime working creating art cooking museum working working traveling hanging friend working dancing walk cycling,drawing conversation rocking good astrologer really,eyebrow people tell remind barry storage war look personality though never seen dude,amazing adventure kavalier clay michael chabon anything hundred year solitude inception last movie blew away christian bale make best batman extensive graphic novel collection high end erotic photography collection see helmet newton love led zepplin others right now black key el camino totally rock,art music woman book nature ability enjoy,random thought art love music multi demensional travel true nature universe nice as girl starbucks line snowy egret will raider finally good quarterback true heart compassion will lakers chris paul best way deal saturn transit much garlic put lasagne,good friday night cook friend drink wine hang usually work saturday morning saturday night usually totally different story,clinically died twice gone light keep throwing back live 3d,want hang coffee take walk see gallery exhibit make friend expand ur circle influence change world stop hunger gain enlightenment make pretty hot older guy none want oyster,white,71,80000,sale marketing biz dev,2012 01 05 06 41,martinez california,kid,straight,like dog like cat,hinduism somewhat serious,,cancer matter lot,trying quit,english fluently,single
7030,56,fit,mostly anything,rarely,never,graduated master program,friendly caring person athletic fit optimistic nature believe everything happens life opportunity grow learn professional singer prior career europe someone work field psychology important stay balanced art intellect equal importance love sail ski kayak scuba dive hike hang coffee good conversation,right now middle recording second cd planning fourth one woman show recently returned great catamaran sailing scuba kayaking vacation tobago relaxing skiing vacation utah work part time allows time pursue lot interest,classically trained singer focus broadway repertoire really know sing skiing sailing life competitive swimmer varsity field hockey player growing enjoy playing tennis hiking scuba diving speak fluent french spanish little german italian,warm friendly smile laugh easily comfortable talking anyone,anything malcom gladwell jonathan kellerman michael connely read happiness advantage great book glee grey anatomy lie person interest touch tv many kind movie foreign enjoy psychological thriller action adventure romantic comedy comedy food enjoy healthy food california cuisine well french bistro course anything chocolate,travel family friend stimulating conversation romance financial freedom,research brain people thing find someone special raise son stay fit,either home family friend,ll share later,enjoy feel wind sail thrill great ski run warmth fireplace sound haunting melody,white,66,80000,medicine health,2012 06 15 16 40,menlo park california,kid doesn rsquo want,straight,like dog like cat,christianity serious,,capricorn doesn rsquo matter,,english fluently french fluently spanish fluently german okay,single
7040,21,little extra,mostly anything,rarely,never,working college university,moved oakland ohio looking people friend fwb hangout buddy tour guide drinking buddy etc getting adjusted figured knowing others great way thing drop massage,put moved biggest part looking job looking place go college adjusting life city,working hand except good free hand artist knitter done hand probably yet ve never tried going attempt pretty good solving problem thinking new fun project reading body language storing really fun totally useless fact head,people already know keep noticing hair first ve never long now don smile eye seem focus totally sure one though give warm hug almost everyone,love anything good amount action lot plot twist surprise detailed deep story line ideal type medium willing try everything least book always good sci fi action packed novel love read will read anything really various graphic novel manga game book add kick as soundtrack good graphic anything sci fi action packed something massive beautiful map skyrim mass effect game example peak interest love shooter well designed driving game well made rpg title good hand guitar hero though honestly rather able actually play real guitar patience skill love teach play guitar food picky will try anything within reason least vegetarian vegan won bash coax eating something don agree top head say favorite dish bacon best survival food world still remaining amazingly tasty good balance protein salt fat actually use currency place don believe take pound bacon annual burning man festival black rock desert nevada see trade show don watch much tv probably watching family guy american dad south park mythbusters something space discovery channel archer awesome don know show shame online occasionally look good anime ve never watched show introduced though reality show will probably reluctant part reality show sicken movie vendetta lord war pulp fiction transformer trilogy grandma boy probably favorite movie moment usually fan drama will watch well almost everything occasion music love music save rap country will listen everything favorite genre bit mix electronica dubstep hard trance skrillex klaypex deadmau5 best example think love power metal anything amazing guitar solo look jordan buckethead andalusia joe satriani acid rain liquid tension experiment favorite guitar piece,burning man great friend headphone sony xb 500 price dr dre bose yet better sound quality opinion amazon save 30 best buy overcharge one carry commercially unless order good partner cuddle intimate soft bed short,making odd yet awesome artwork,probably friend making new one reading hanging around,love cuddling make chain maille flogs make huge list open book ask something will answer,re looking meet someone isn afraid enjoy time new person want try something new teach something new simply hang chat cuddle build something cool meditate hike anything may find fun hope hear way spin poi definitely message need find people area message upon seeing looking section included casual sex didn automatically assume guy looking pant open sexuality single mutual interest good friend exists don issue exploring interest trying something new one night stand little fling cheat anything along line never sex total stranger refuse believe need certain level trust people going intimate plan stay together mean looking friend people play around looking relationship settle life aware others seeking something serious rather something friendly fun looking fwb don issue people simply put don know trust trust call friend call friend going jumping sack assumers stop horn dog looking free ride profile includes one particular thing,white,70,,student,2012 06 27 19 08,oakland california,doesn rsquo kid doesn rsquo want,straight,dog,atheism,,leo rsquo fun think,,english fluently,single
7046,59,average,mostly anything,socially,never,graduated master program,59 live walnut creek work san francisco previous long term relationship grown child live grandson come large family sister brother whole host niece nephew great niece nephew enjoy many outside activity including hiking bicycling beach walking snow sport snorkeling swimming motorcycle touring travel general live music live theater dancing movie good fiction sunday morning new york time exploring new restaurant different cuisine searching someone interested dating exploring connection see lead open marriage right one meantime wish enjoy company interesting woman date see happens,enjoying work provides income pursue thing enjoy life enjoy father grandfather stay close contact adult child,solving problem driving motorcycle,told look young age appear intimidating dressed full leather motorcycle ride,enjoy reading john grisham stephen king dean koontz james patterson tom clancy enjoy many type movie romantic comedy action flick documentary,family activity life high mountain restore soul beach sooth wound time kid grandkids,global issue water resource management arable land now respect sustainable development preserve earth generation come,dinner friend,item will share know people desire put open,talk find meet hope will respond message will respond message busy professional may take 48 hour respond,white,72,100000,banking financial real estate,2012 06 26 18 47,walnut creek california,kid doesn rsquo want,straight,like dog like cat,somewhat serious,,virgo rsquo fun think,,english,single
7062,49,athletic,strictly vegetarian,socially,never,graduated college university,pretty curious online matching thing enjoy spontaneous meeting feeling enchantment arises following one heart latin culture dance music food love find someone learn salsa dancing,cooking walking dog riding bike stretching whistling creating new community building third business,friend listening playfullness,sure tell,interest avoiding long list thing separated comma one chosen random book tao physic movie pianist show tv mean let say house music afro cuban star food tempeh stroganoff yum,never awfully long time interest filling blank tortilla chip dog electric clipper look funny hair farmer market someone tell whether joke actually funny head bicycle,garden,spontaneous,friend given rowdy superhero nickname keep threatening make cape,cup tea,middle eastern black native american white,69,30000,medicine health,2012 05 18 12 17,san francisco california,doesn rsquo kid want,straight,like dog like cat,buddhism somewhat serious,,capricorn rsquo fun think,,english fluently spanish poorly french poorly croatian poorly,single
7118,54,fit,mostly vegetarian,socially,never,graduated master program,endless curiosity life hold lot positive energy translates love travel learning culture people adventurous open trying new thing passion varied le important wide berth part come moving body whether dancing yoga class outdoors hiking dog rafting river bicycling backpacking skiing mountain truly find nature wild part find release enjoy dressing going city play theater art movie dancing music feel comfortable moving world lived london part europe 18 year dual eu citizenship still retain connection moved california 12 year ago enjoy exploring learning area someone open interest job challenging fulfilling loved raising daughter college friend family important thing life often find garden keeping finger dirt content curl book read believe essential able laugh take life seriously feel certain key finding balance taking offered given good stride grew large close family remarkably sane fun together even now parent robust well still great time true blessing,without sounding much cliche trying enjoy moment make day count,joyful dance nurturing friendship hiking biking traveling exploring learning new culture exploring museum art gallery gardening home design,energy bright smile hair love life individualistic nature curiousity earth attitude,favs include avid reader fiction currently reading wolf hall booker prize winner biography history love settling book finished reading elegance hedgehog drew completely wild listen audio book drive catherine great now adore going movie fact still thrill still walking cinema independent drama foreign good comedy smith rafael favorite love kind food ethnic italian french anything spice music tends dance argentine tango love music equally still enjoy good ole rock roll amp jazz blue classical,particular order love dance book traveling nature active hiking biking skiing rafting good cup coffee oops extra,want live 2nd half life place energy place visit volunteer work want career change open come door undergoing big transition become empty nester allowing explore new option responsibility shift open stage life willing wanting meet man give attention love companionship hold independent nature intertwined strong sense giving intimacy neither needy demanding high maintanance indifferent take make relationship work well ready,friend movie dinner dancing something shake work week,really hey re going meet isn,person comfortable know want life although open new different thing passion woman take life offer look cup half full enjoy participating kind sport outdoor activity appreciate art beauty warm compassionate romantic touch tempered strong male side sense humour laugh world laugh great conversationalist current event latest discovery movie critique editorial really anything give passion view enjoy exploring travel part bringing wonderful mystery table,white,66,,medicine health,2012 06 30 08 25,corte madera california,kid,straight,dog like cat,,,sagittarius rsquo fun think,,english,single
7125,29,athletic,mostly anything,socially,sometimes,graduated two year college,honestly horrible conveying tone usually come across fool fill thing enjoy wicca nickname 13 love experiencing everything nature offer origin profile name wickednature nothing proud kind badass heartbreaker actually combination nickname natural habitat,living moment looking next great adventure,relaxing making people laugh feel comfortable love staying healthy motivating people try new thing pushed comfort zone,ask silly question,cooked entire life food passion love read word keep brain stimulated music inspiration live vicariously music make soundtrack hbo love nothing matter,smile woman meant see music art laughter soft passionate touch woman exploring body free time nothing naked time reading good time telling story creating new one drinking pint craft ale frozen mug smoking well rolled joint california finest going day without breaking rule,life energy tend sit back reflect bigger picture know sound cliche true live mind value time introverted sound spend lot energy thinking people around world exist,something different last friday,open book ask person,want cool casual time man living life pace love traveling around bay area interesting thing new people don mind driving wherever feel comfortable meeting someone new please don shy away think belmont ca middle nowhere actually closer may know think right san francisco,white,75,30000,,2012 06 30 00 50,belmont california,doesn rsquo kid,straight,dog,atheism laughing,,taurus rsquo fun think,,english fluently spanish poorly sign language poorly,single
7126,38,thin,mostly anything,rarely,never,dropped space camp,almost always smiling even probably spend time laughing people say happy guy believe life short precious waste thing unhappy hateful believe spend time trying make world better place spreading joy happiness will come back love life find someone feel way share much much putting don want give away surprise know came close mentioning musician ve met many nice girl don date musician won know beyond assure stereotypical musician exception caffeine don drug smoke two drink month never drunk responsible life money don sleep around never cheated anyway decided better front music huge part life,spent ten year working normal job deciding pursue love best decision made spend day teaching music improv theater kid couldn happier bos work hour plenty time spoil dog life good passionate charity work especially cancer related helping others,anything musical making people laugh communicating kid making dog happy thing save surprise,people always think younger really guess good thing,wide range taste might easier say don sport rap country music anything overly macho hardly watch tv love going movie see live music sour cream pickle olive will eat enjoy food,music friend chocolate beach family even though live far away especially dog,life people care past present future song idea going eat next,happy six night week,year ago crazy neighbor tried kill hunting knife kitchen fortunately didn succeed unfortunately nightmare year one nightmare chasing street unable run turned face began fight knife able overpower stab chest knife point immediately morphed mary tyler moore found sitting top dead laura petrie surrounded crowd witness screaming oh god killed america sweetheart still idea mean,smart beautiful creative adventurous sexy kind woman want live life fullest love laugh spend time beach go exploring hear live music play dog eat good food snuggle may well perfect match know re somewhere look forward meeting,white,71,,artistic musical writer,2012 06 12 21 33,half moon bay california,doesn rsquo kid,straight,dog like cat,laughing,,cancer,,english fluently,single
7127,35,little extra,mostly vegetarian,socially,sometimes,dropped space camp,artist polymath subversive agitator charmingly crass yet sophisticated technologically advanced still anachronistic awkward nerdy dork socially adept necessary,living reckless abandon green room 1920 jazz club east oakland paint take photograph make assemblage collage sing friend find hard spend hour end daydreaming zombie apocalypse work security emergency medical professional specializes festival unique event throughout california nevada come misguided youth spent sneaking said festival event ve recently ended long term relationship looking dive another one soon ll never say never moved back oakland enjoying seeing old friend finding new one wreak havoc enjoy riding motorcycle making art making food making meeting interesting people meditating impermanence,resolving conflict listening working pressure distilling nuance fact snarky wise as double entendres fixing thing breaking thing setting thing fire,fact seem self censor button still rather charming,author amp genre neil stephenson william gibson bruce sterling cyberpunk steampunk neil gamen tim power hunter thompson tom robbins michael ondaatje chuck palahniuk henry miller pkd aldous huxley terrance mckenna movie amp show big lebowski invader zim momento eddie izzard pulp fiction heather clerk ameile big fish pan labyrinth nightmare christmas twin peak waking life music everything formulaic country even always exception rule smith morrissey smashing pumpkin cure clash depeche mode joy division portishead dead kennedy fugazi flogging molly pogues descendent abney park skinny puppy radiohead first gimmie gimmies morphine mo def fugees pixy beastie boy beat antique circus contraption gorillaz dresden doll soul coughing wu tang clan food adventurous will try anything thrice mostly stick vegetarian diet love splurge cured meat stinky cheese one hell cook enjoy dinner party,art friend intelligent conversation fire strong blade passion,wonder uncertain future hold sex guy,sometimes working door club gallery going maybe running security working medical cool event couldn ticket work night likely part problem singing snogging swearing sipping adult beverage wringing last bit life messy bar towel strangely taste kombucha enjoy homebody curled couch bed book maybe movie especially raining sound wash everything leaf trance warm ll outside splashing around inhaling smell rain creates fall hot asphalt,youtube watch sp4nmojcfd4,idea good time includes least two following bicycle jousting fire art foreign film lucha libre exploring abandoned military base game requires d20 baycon bacon maker faire maker mark museum reading park reading tub parking tub,white,70,,,2012 06 27 10 59,oakland california,doesn rsquo kid,straight,like cat,buddhism laughing,,gemini doesn rsquo matter,trying quit,english,single
7137,31,average,mostly anything,socially,never,graduated master program,bay area girl whatever mean ve spent time living florida spain almost didn come home place glad nice close thing people ve known whole life environmental engineer day mean know dress adult may apparent profile picture getting engineering studied spanish international relation think put use maybe per year saying thing yes situation complicated un burrito sin crema por favor playing sport big part life tend switch thing every couple year lately golf play league volleyball softball team past cycling triathlons play sport will come game actually true,volleyball golfing hole jogging spending time family friend decorating apartment engineering painting abstract art watching movie looking parking drinking philz bar hopping cooking,time minesweeper scrabble getting along type people good friend finding humor thing thing requiring hand eye coordination programming,wear sunglass night kidding people notice white leg help white either white white freckle,favorite author milan kundera favorite movie heart huckabees favorite tv show arrested development current favorite band passion pit peter bjorn john big pink pheonix mgmt oh land blow many food,friend family independence coffee sunshine pandora movie traveling running,road bike buy movie selection netflix suck badly weekend take golf lesson really attempt know weather will leaving work,either friend home watching movie going bed early really depends week,touch elbow behind back really,want,white,64,,science tech engineering,2012 06 30 11 26,san francisco california,doesn rsquo kid,straight,like dog like cat,agnosticism somewhat serious,,scorpio doesn rsquo matter,,english fluently spanish poorly,single
7142,22,fit,mostly anything,,never,graduated high school,really going sit tell think really sweet sensitive around awesome guy great sense humor demonstrate quality care conversation re probably messaged case re reading going well fuck guy look dirty need haircut well please let know ll give five star honest even sure good rating hey least suppose said thing say certain prefer show tell don steep theory hour end putting pen paper learn basic hand dirty let people see made go hit book figure better,call entrepreneur license artwork apparel chain video game little business collect royalty decent living give time go school thing enjoy right now sort saving money god know barely spend stuff always occasionally splurging nice dinner,sort jack trade little artwork programming occasionally scream microphone way considered acting friend seem think funny voice thing,people tell look angry jesus probably people rarely talk really angry serious think dumb smile really,suppose hate book movie music might along well really bothered list one don well title remember people go open reading watching anything people recommend,become de facto section aspiring comedian insert air food hope someone think re funniest motherfucker planet bet person win,going finish current programming project,friend away attending finishing college session relax indoors write code prepare nice beverage watch movie sometimes calisthenics keep fit,thought make profile witty enough people message doesn work apparently welcome okcupid,,hispanic latin,67,,student,2012 06 21 01 42,oakland california,doesn rsquo kid,straight,dog like cat,atheism serious,,cancer doesn rsquo matter,,english fluently fluently,single
7143,29,average,mostly anything,socially,never,graduated two year college,demeanor seemingly able along others deep really don people exceptionally witty clever vague difficult along bitter somewhat bitch past deep somewhere actually nice person,extensive traveler love culturally diverse individual lived quite country memorable life experience lifetime opportunity definitely happy go lucky currently studying learning life long process embrace intellectualism something say defines,humor baking thoroughly awesome critical thinker witty conversationalist,eye cute little nose smile interestingly bubbly personality,will eat almost anything love jazz big band,cozy fireplace humor knowledge charm another person witty conversation,psychology living fun,home watching movie,will likely tell end meeting,boring stagnant sort,native american,66,,,2012 06 06 09 00,menlo park california,kid doesn rsquo want,straight,like dog like cat,agnosticism,,libra rsquo fun think,,english fluently japanese poorly sign language okay,seeing someone
7157,27,average,mostly anything,socially,never,graduated college university,sweet caring laid back strong nerdy geeky sporty girl like surrounded interesting people bay area native raised pacifica living san francisco proper last year mean born raised giant 49er fan school went sf state fashion design best choice career wise fun,living one best friend roommate city free time enjoy going dancing hanging friend going concert going gym relaxing work work retail moment will hopefully moving onto something better soon,giving shoulder massage embroidery laurenisms talk long enough one will slip parallel parking city least better girl macgyvering thing well good still pretty good,people comment eye uncommon shade green seem change color depending mood wearing wearing tank top people will comment tattoo right shoulder blade,book tend read fiction book mainly sci fi fantasy supernatural book one favorite author moment christopher moore awesome finished tolkien lotr fellowship ring now onto lotr two tower friend said lost major geek cred read yet gotta cred back loved movie read book movie comedy chick flick guilty pleasure action drama comic relief sci fi classic disney pixar movie enjoy movie general fair warning don bloody movie horror movie bit squeamish definitely jumpy gt gt music mainly listen rock almost genre appreciate almost every genre music genre don particularly care rap still appreciate random band taken ipod nin perfect circle afi beatles slipknot korn breaking benjamin garth brook harvey danger gorillaz gin blossom muse one republic stevie wonder staind silverchair apocalyptica three day grace neon tree king leon list go tv show don really watch tv often enjoy series firefly doctor crowd good eats lt alton brown farscape archer qi awesome old nickelodeon show rugrats angry beaver hey arnold thank netflix recently ve watching bbc sherlock holmes good adventure brisco county jr campy bruce campbell met mother food mmmmm love food ummm favorite food chocolate american pizza burger etc mexican italian chinese thai indian bit landaterian made shush ll try fish 99 time really don,essential say friend friend amazing huge part life internet great place information entertainment staying contact people mom amazing entertainment book music movie netflix internet sketchbook gym say enjoy good work bit gym mouse yes gym mouse super hard core gym come mouse much cuter rat love everyone need kind love,next people thinking walk around love people watch outgoing person hard time approaching messaging people,sadly working make time fun night,ummmm random tidbit scotch girl collection woot shirt make routine non existent wear normally mascara eyeliner maybe lipstick feel comfortable jean shirt tennies dress heel enjoy casual bit,something profile piqued interest love laugh smile good sense humor respectful stay shape way ve wanted go bay quacker tour sf don know look really amusing sorry lose track message sometimes busy sometimes lost message,white,67,,sale marketing biz dev,2012 06 29 17 14,san francisco california,doesn rsquo kid want,straight,dog like cat,agnosticism laughing,,gemini rsquo fun think,,english,single
7175,32,average,mostly anything,socially,sometimes,graduated college university,looking someone bay area oakland sf anyone sate country sketchy lurking area humbolt county earth liberal meat eating door loving carefree yet responsible confident financially emotionally stable sport watching stats memorizing website amp iphone app tester heart hippie clothes laid back yuppie sailor mouth everyone parent friend pet seem love,enjoying,making fool laughing cuddling putting others first dog sitting making friend backrubs finding perfect gift friend family,happy person,book everything need time read everything biography bukowski limit movie tv action comedy cult classic documentary awhile roped cheesy romantic one example dogma friday milk shawshank redemption usual suspect dazed confused grandma boy caddy shack sweetest thing youtube link big lebowski office space 007 movie crowd wedding funeral movie made sf etc time watch show tv always sunny seth macfarlane show mad men californication dexter happy ending arrested development modern family 30 rock daily show weed wire ab fab bbc cnn history amp discovery channel music everything seriously find something almost every genre bob head acdc abba beethoven beatles bassnectar random okc got bob marley bob seger bloodhound gang billy joel dave mathews dandy warhol dj quik dropkick murphy e40 eric clapton george clinton george michael johnny cash james brown madonna muse mozart metallica nirvana nat king cole sublime slightly stoopid planting seed pepper etc food meat fruit veggie,canon camera yes plural sundress summer bikini pool girlfriend music friend amp family traveling good old shenanigan,lately rid think people much hoarder scare living shit le,enjoying spend time sf week oakland weekend,honestly usually bored buzzed come okc often one friend boyfriend stolen phone think writing hit random people phone amazing idea especially guy aren hit don take site seriously hope don either wont good match,applies kidding sort message know difference stalker coming interested aren indecisive multitask work life old enough honest say person want hear earth travel pay bill time know money isn everything wont feel short next chick heel aren afraid coming sf going oakland lastly ideal first meet local bar cafe walk park etc anything casual want know wont impressed pretentious date final note long term dating short term dating activity partner casual sex find right person anything happens first date busy yet flexible schedule looking back alley hookup married tomorrow enjoy today worry tomorrow tomorrow,white,68,,science tech engineering,2012 06 30 13 05,san francisco california,doesn rsquo kid might want,straight,like dog like cat,atheism serious,,taurus doesn rsquo matter,,english french,single
7202,60,overweight,strictly vegetarian,rarely,sometimes,graduated college university,profile desperate need revision written year ago busy living life still single though think might fit shoot email haven given yet know re big lug say don multiple choice answer offered much black white nearly enough wonderful grey life think re constructed poorly wouldn want date question answer creator almost never answer question 100 truthfully actual answer available fear skewing possibly result don believe personality assessment answered question le desiring love stuff absolutely love find love mean accepting people choose life path relationship open sorry guy incorrect conclusion make wonder machine think inaccurate consider monogamous although looking dating unlikely make commitment anyone expect one without lot time getting know mean dating one person time said reality feeling bloom likely settle single beau hope agreement return notice lot polys site truthfulness knock running embrace notion radical honesty attempt live everyday definitely feminist don run away stereotypical angry girl self reliant don lot expectation gender role day self reliance look making sure aaa date changing tire prove afraid hand dirty try save hand dirtying gardening art project always participated activity job atypical femme including driving truck job using power tool make art remodel home moving furniture intimidated status quo fact thumb nose never expected man take care even pay date carry relationship likewise carry courtship good sharing toy hope friend comfortable come dating unlikely accept date unless agree go dutch version ll check time next time notion gentleman pay outdated although time think made sense unwilling accept gift clear reciprocate kind mean play ability level look win free ticket concert take drink dinner something part say tell expectation well show mind work thing hey serious longshot introspective thing self summary flashing silly side nut bolt dessert wow mixed metaphor romantic cuddler told quite good cuddling showing affection say hope junkie excited prospect finding new friend intelligent make laugh thing common love touch much authentic communicative voluptuous leftover day okc asked describe think pretty accurate leaving word describe best,great first season garden beautiful bountiful organic garden many variety veggie herb flower rough start leggy seedling enough light bad slug attack first planting cool summer end lot made harvest next year will better looking forward winter garden using ve learned mistake past season almost year bad accident last october resulted elbow replacement surgery later post op manipulation day still feel mending waiting magical one year mark ve heard healing hope physical therapist right simple one time around sun broken bone stop hurting ll see work lot love job though starting wish weren 40 hour weeker ah dream retiring one day likely least work passion life besides family art ve always made artwork really small art day work museum collector see touch make arrangement transporting big art find really exciting despite sometimes tedium job love guy work mostly artist musician lefty one big moody family misfit perfect fit feel truly grateful fortunate needed career change save life incredible opportunity showed caught brass ring now settled career finally feel freed find fun thing people play travel away real vacation sneak away harbin hot spring relax tune love go burning man well find new exotic place visit recent vacation nm ghost ranch painting workshop breaking creativity rather painting technique great time met wonderful people peeked back world spirit hadn enjoyed long time doctor ordered asked one landscape beautiful even quite understand photo really spectacular light sunrise sunset gorgeous land formation beauty everywhere looked one favorite thing watching meteor shower make feel little kid none available crescent moon will nicely make happy bought house oakland 2009 still culture shock thought working oakland year lived richmond prepared really urban living noisy around people live life street loudly getting used day prefer quiet sanctuary really nice home worth making adjustment garden become sanctuary sort wonder enough trip ve wondering strongly prefer live sound gunshot night fairly normal occurrence always planning art project need dedicate space house garage making mess think garden kind living art piece want painting sculpting mixed medium work nice relationship someone artistic outlet visual art medium perhaps making music love support encourage well supported encouraged girl dream,whipping yummy healthy meal making others feel home ease shy way tactic feel comfortable work others time really good eye ear color repetition harmony don think need always thing called taste truth dislike folk think good don bad think symptom accepting embracing amazing multi cultural world live authentic communication something amiss relationship lover friend coworker daughter etc willing self examine responsibility conversation apologize appropriate ve seen much denial alcoholic family ex marriage ve learned work saying truth working issue completion willing able go make fun bit sooooo much fun uncomfortable shite way hurt feeling want say hurt feeling want know model use clean communication come human awareness institute ve found really helpful tool used bm camp deep heaven everyone joined agreed clear communication even feel uncomfortable worked well amazing really close knit group strive personally bring level communication everyday life relationship wayyy silly let loose time right halloween burning man associated event extra action marching band gig favorite place play,hair definitely hair people stop street call say kinda fun skunky,eclectic taste film music art everything really sampling love flick many list snippet inception darjeeling limited kolya brazil child men brick constantine seraphine wallace gromit priscilla queen desert strictly ballroom brilliant career muriel wedding fact aussie film pianist big lebowski zefferelli romeo juliet count harold maude stand big sixth sense fugitive game transporter pacific height jacob ladder fear loathing edward scissorhands home holiday mixed nut matrix alien terminator memento videodrome batman two new one piano river run requiem dream good will hunting west secret roan inish breaking wave next stop wonderland amelie ma vie en rose rain man hour boyfriend gandhi harvey wonderful life brother another planet cousin vinny garden state royal tenenbaum etc ferris bueller day tootsie 10 thing hate pretty pink say anything kind wonderful ah don make adolescent flick used billy elliot station agent usual suspect seven hell willow gift mind mr soames trilogy blue white red well decalogue chris rock standup comedy show wag dog bulworth primer eternal sunshine baraka patch blue siren right thing three day condor president men conversation lot documentary brother keeper endurance microcosmos winged migration march penguin touching void dogtown rize scratch realm unreal ok couldn stop adding now well one really anyway anti tv entertained tv sometimes way latest guilty pleasure entourage rubicon canceled lie terrier canceled jeesh closer plain sight project runway sure miss six foot well west wing probably best tv book artist way anything grisham dr seuss rd laing blindness jose saramago woman edge time marge piercy fire soul diet small planet time wonder carrot seed lot art photography book ton illustrated child book well starting harry potter series kid never grow music godspeed black emperor zoe keating lunasa bjork radiohead nusrat fateh ali khan sigur ro glen velez penquin cafe orchestra steely dan ali akbar khan mogwai portishead ween coldplay al green elliott smith talking head joshua redman robert cray stevie ray vaughn mile davis coltrane cranberry yo yo ma tracy chapman joan armitrading bach beethoven mozart zappa extra action marching band yah ve actually seen club concert roughly chronologically lovin spoonful first concert blush door yup jim right got busted showin jimbo fl john mayall boz scaggs fillmore east moody blue jethro tull jeff beck george harrison friend billy preston indian musician sweet ravi shankar sick night dammit beach boy opened joe walsh barnstorm sha na na opened ellen mcilwaine talking head x2 john mclaughlin x2 grateful dead james montgomery band x3 ashamed thought someone band cute played locally lot mingled crowd mmm joan armitrading pat metheny john mclaughlin al dimeola paco de lucia acoustic special frank zappa orchestra strange stevie ray vaughn roy rogers delta rhythm king x4 yup re great wanna go tibetan monk evening chanting conversation silverchair rachie first concert portishead sam first concert john lee hooker bb king kinky jackie greene lunasa x2 coming freight march yay pretty girl make graf little fuzzy music lover extra action marching band x2 bjork joanna newsom opening may even enjoyed bjork slavic soul party godspeed black emperor ll add think ll probably wake remembering concert ve seen club ve forgotten fun fun memory love cirque du soleil haven seen must vega trip jawdropping show quidam around great food well love ethnicity ve vegetarian 30 year agreeing willingly kill anything long hasn walked flown swum pretty good cook hard sound folk way easier california back east started want hint commitment watch dog smile chimpanzee cry,body brain really lived without much desire quite bit life ve gained lost ownership many thing seems incidental level now even love ton read favorite section right ok ok know colloquialism ll play without morning coffee decaf lot milk least occasional really good amber ale chocolate right outwitted outplayed outlasted male counterpart quote course sex two grown daughter amazing love seeing often around willing proud love piece unhappy anything happened either relationship guess thought life worth living without eyesight visual person lived blind grandfather dad went blind want diabetes lose eyesight reason,best person wanting closure old broken relationship way difficult find love used feel soooo much easier want love actually willing make sacrifice compromise sigh guess look harder find convinced method will work end fun distraction along way perhaps will good practice one thing question answer given information want part quite useful always fun admirer making leap somewhat anonymous medium real life think will really neat trick signing ve wondering young men want sex old lady someone going mug yikes beyond noggin see therapist talk mommy gramma seriously,crashing workweek maybe beer three always looking event might pique interest particularly interested getting involved tantra community friday night ve got time energy money go pretty good bet likely watching movie home catching email flickr page playing video game gawd sound sad true though save,know find ha mum used say knew come handy,want good time wink wink seriously think really might hit whacky sense humor aren afraid real sad re looking one night stand,white,62,,clerical administrative,2012 05 26 09 01,oakland california,kid,straight,like dog cat,somewhat serious,,capricorn doesn rsquo matter,,english fluently french poorly,seeing someone
